Semester,Section Number,Course Prefix,Course Number,Course Title,Course,Letter Grade,Count of letter grade,Department/Program
Summer 2011,84660,GRG,F305,THIS HUMAN WORLD: INTRO TO GRG,"GRG-F305: THIS HUMAN WORLD: INTRO TO GRG, Section no. 84660",B,4,Geography
Summer 2011,84660,GRG,F305,THIS HUMAN WORLD: INTRO TO GRG,"GRG-F305: THIS HUMAN WORLD: INTRO TO GRG, Section no. 84660",B+,4,Geography
Summer 2011,84660,GRG,F305,THIS HUMAN WORLD: INTRO TO GRG,"GRG-F305: THIS HUMAN WORLD: INTRO TO GRG, Section no. 84660",A-,4,Geography
Summer 2011,84660,GRG,F305,THIS HUMAN WORLD: INTRO TO GRG,"GRG-F305: THIS HUMAN WORLD: INTRO TO GRG, Section no. 84660",A,4,Geography
Summer 2011,84670,GRG,F360G,ENVIR GEOGRAPHIC INFO SYSTEMS,"GRG-F360G: ENVIR GEOGRAPHIC INFO SYSTEMS, Section no. 84670",Other,4,Geography
Summer 2011,84670,GRG,F360G,ENVIR GEOGRAPHIC INFO SYSTEMS,"GRG-F360G: ENVIR GEOGRAPHIC INFO SYSTEMS, Section no. 84670",C+,1,Geography
Summer 2011,84670,GRG,F360G,ENVIR GEOGRAPHIC INFO SYSTEMS,"GRG-F360G: ENVIR GEOGRAPHIC INFO SYSTEMS, Section no. 84670",B-,2,Geography
Summer 2011,84670,GRG,F360G,ENVIR GEOGRAPHIC INFO SYSTEMS,"GRG-F360G: ENVIR GEOGRAPHIC INFO SYSTEMS, Section no. 84670",B,2,Geography
Summer 2011,84670,GRG,F360G,ENVIR GEOGRAPHIC INFO SYSTEMS,"GRG-F360G: ENVIR GEOGRAPHIC INFO SYSTEMS, Section no. 84670",B+,3,Geography
Summer 2011,84670,GRG,F360G,ENVIR GEOGRAPHIC INFO SYSTEMS,"GRG-F360G: ENVIR GEOGRAPHIC INFO SYSTEMS, Section no. 84670",A-,5,Geography
Summer 2011,84670,GRG,F360G,ENVIR GEOGRAPHIC INFO SYSTEMS,"GRG-F360G: ENVIR GEOGRAPHIC INFO SYSTEMS, Section no. 84670",A,6,Geography
Summer 2011,84741,GRG,S304E,ENVIR SCI: A CHANGING WORLD,"GRG-S304E: ENVIR SCI: A CHANGING WORLD, Section no. 84741",Other,3,Geography
Summer 2011,84741,GRG,S304E,ENVIR SCI: A CHANGING WORLD,"GRG-S304E: ENVIR SCI: A CHANGING WORLD, Section no. 84741",D-,1,Geography
Summer 2011,84741,GRG,S304E,ENVIR SCI: A CHANGING WORLD,"GRG-S304E: ENVIR SCI: A CHANGING WORLD, Section no. 84741",D,1,Geography
Summer 2011,84741,GRG,S304E,ENVIR SCI: A CHANGING WORLD,"GRG-S304E: ENVIR SCI: A CHANGING WORLD, Section no. 84741",C-,2,Geography
Summer 2011,84741,GRG,S304E,ENVIR SCI: A CHANGING WORLD,"GRG-S304E: ENVIR SCI: A CHANGING WORLD, Section no. 84741",C,1,Geography
Summer 2011,84741,GRG,S304E,ENVIR SCI: A CHANGING WORLD,"GRG-S304E: ENVIR SCI: A CHANGING WORLD, Section no. 84741",B-,1,Geography
Summer 2011,84741,GRG,S304E,ENVIR SCI: A CHANGING WORLD,"GRG-S304E: ENVIR SCI: A CHANGING WORLD, Section no. 84741",B,3,Geography
Summer 2011,84741,GRG,S304E,ENVIR SCI: A CHANGING WORLD,"GRG-S304E: ENVIR SCI: A CHANGING WORLD, Section no. 84741",B+,5,Geography
Summer 2011,84741,GRG,S304E,ENVIR SCI: A CHANGING WORLD,"GRG-S304E: ENVIR SCI: A CHANGING WORLD, Section no. 84741",A-,3,Geography
Summer 2011,84741,GRG,S304E,ENVIR SCI: A CHANGING WORLD,"GRG-S304E: ENVIR SCI: A CHANGING WORLD, Section no. 84741",A,10,Geography
Summer 2011,84745,GRG,S319,GEOGRAPHY OF LATIN AMERICA,"GRG-S319: GEOGRAPHY OF LATIN AMERICA, Section no. 84745",Other,1,Geography
Summer 2011,84745,GRG,S319,GEOGRAPHY OF LATIN AMERICA,"GRG-S319: GEOGRAPHY OF LATIN AMERICA, Section no. 84745",C,5,Geography
Summer 2011,84745,GRG,S319,GEOGRAPHY OF LATIN AMERICA,"GRG-S319: GEOGRAPHY OF LATIN AMERICA, Section no. 84745",B,7,Geography
Summer 2011,84745,GRG,S319,GEOGRAPHY OF LATIN AMERICA,"GRG-S319: GEOGRAPHY OF LATIN AMERICA, Section no. 84745",A,4,Geography
Summer 2011,84750,GRG,S337,THE MODERN AMERICAN CITY,"GRG-S337: THE MODERN AMERICAN CITY, Section no. 84750",Other,3,Geography
Summer 2011,84750,GRG,S337,THE MODERN AMERICAN CITY,"GRG-S337: THE MODERN AMERICAN CITY, Section no. 84750",F,1,Geography
Summer 2011,84750,GRG,S337,THE MODERN AMERICAN CITY,"GRG-S337: THE MODERN AMERICAN CITY, Section no. 84750",B-,1,Geography
Summer 2011,84750,GRG,S337,THE MODERN AMERICAN CITY,"GRG-S337: THE MODERN AMERICAN CITY, Section no. 84750",B,5,Geography
Summer 2011,84750,GRG,S337,THE MODERN AMERICAN CITY,"GRG-S337: THE MODERN AMERICAN CITY, Section no. 84750",B+,5,Geography
Summer 2011,84750,GRG,S337,THE MODERN AMERICAN CITY,"GRG-S337: THE MODERN AMERICAN CITY, Section no. 84750",A-,1,Geography
Summer 2011,84750,GRG,S337,THE MODERN AMERICAN CITY,"GRG-S337: THE MODERN AMERICAN CITY, Section no. 84750",A,5,Geography
Summer 2011,84755,GRG,S356T,"RACE, ETHNICITY, AND PLACE","GRG-S356T: RACE, ETHNICITY, AND PLACE, Section no. 84755",F,1,Geography
Summer 2011,84755,GRG,S356T,"RACE, ETHNICITY, AND PLACE","GRG-S356T: RACE, ETHNICITY, AND PLACE, Section no. 84755",B+,2,Geography
Summer 2011,84755,GRG,S356T,"RACE, ETHNICITY, AND PLACE","GRG-S356T: RACE, ETHNICITY, AND PLACE, Section no. 84755",A-,8,Geography
Summer 2011,84755,GRG,S356T,"RACE, ETHNICITY, AND PLACE","GRG-S356T: RACE, ETHNICITY, AND PLACE, Section no. 84755",A,5,Geography
Summer 2011,84910,GER,F506,FIRST-YEAR GERMAN I,"GER-F506: FIRST-YEAR GERMAN I, Section no. 84910",Other,7,German
Summer 2011,84910,GER,F506,FIRST-YEAR GERMAN I,"GER-F506: FIRST-YEAR GERMAN I, Section no. 84910",C,1,German
Summer 2011,84910,GER,F506,FIRST-YEAR GERMAN I,"GER-F506: FIRST-YEAR GERMAN I, Section no. 84910",B,1,German
Summer 2011,84910,GER,F506,FIRST-YEAR GERMAN I,"GER-F506: FIRST-YEAR GERMAN I, Section no. 84910",B+,3,German
Summer 2011,84910,GER,F506,FIRST-YEAR GERMAN I,"GER-F506: FIRST-YEAR GERMAN I, Section no. 84910",A-,1,German
Summer 2011,84910,GER,F506,FIRST-YEAR GERMAN I,"GER-F506: FIRST-YEAR GERMAN I, Section no. 84910",A,5,German
Summer 2011,84915,GER,N612,ACCEL SEC-YR GER: READ MOD GER,"GER-N612: ACCEL SEC-YR GER: READ MOD GER, Section no. 84915",B-,1,German
Summer 2011,84915,GER,N612,ACCEL SEC-YR GER: READ MOD GER,"GER-N612: ACCEL SEC-YR GER: READ MOD GER, Section no. 84915",B,3,German
Summer 2011,84915,GER,N612,ACCEL SEC-YR GER: READ MOD GER,"GER-N612: ACCEL SEC-YR GER: READ MOD GER, Section no. 84915",B+,1,German
Summer 2011,84915,GER,N612,ACCEL SEC-YR GER: READ MOD GER,"GER-N612: ACCEL SEC-YR GER: READ MOD GER, Section no. 84915",A-,8,German
Summer 2011,84915,GER,N612,ACCEL SEC-YR GER: READ MOD GER,"GER-N612: ACCEL SEC-YR GER: READ MOD GER, Section no. 84915",A,7,German
Summer 2011,84920,GER,W612,ACCEL SEC-YR: READ MOD GER-GER,"GER-W612: ACCEL SEC-YR: READ MOD GER-GER, Section no. 84920",C+,1,German
Summer 2011,84920,GER,W612,ACCEL SEC-YR: READ MOD GER-GER,"GER-W612: ACCEL SEC-YR: READ MOD GER-GER, Section no. 84920",B-,2,German
Summer 2011,84920,GER,W612,ACCEL SEC-YR: READ MOD GER-GER,"GER-W612: ACCEL SEC-YR: READ MOD GER-GER, Section no. 84920",B,1,German
Summer 2011,84920,GER,W612,ACCEL SEC-YR: READ MOD GER-GER,"GER-W612: ACCEL SEC-YR: READ MOD GER-GER, Section no. 84920",B+,4,German
Summer 2011,84920,GER,W612,ACCEL SEC-YR: READ MOD GER-GER,"GER-W612: ACCEL SEC-YR: READ MOD GER-GER, Section no. 84920",A-,2,German
Summer 2011,84920,GER,W612,ACCEL SEC-YR: READ MOD GER-GER,"GER-W612: ACCEL SEC-YR: READ MOD GER-GER, Section no. 84920",A,1,German
Summer 2011,85010,GER,S507,FIRST-YEAR GERMAN II,"GER-S507: FIRST-YEAR GERMAN II, Section no. 85010",Other,1,German
Summer 2011,85010,GER,S507,FIRST-YEAR GERMAN II,"GER-S507: FIRST-YEAR GERMAN II, Section no. 85010",C-,1,German
Summer 2011,85010,GER,S507,FIRST-YEAR GERMAN II,"GER-S507: FIRST-YEAR GERMAN II, Section no. 85010",C,3,German
Summer 2011,85010,GER,S507,FIRST-YEAR GERMAN II,"GER-S507: FIRST-YEAR GERMAN II, Section no. 85010",C+,1,German
Summer 2011,85010,GER,S507,FIRST-YEAR GERMAN II,"GER-S507: FIRST-YEAR GERMAN II, Section no. 85010",B+,1,German
Summer 2011,85010,GER,S507,FIRST-YEAR GERMAN II,"GER-S507: FIRST-YEAR GERMAN II, Section no. 85010",A-,2,German
Summer 2011,85010,GER,S507,FIRST-YEAR GERMAN II,"GER-S507: FIRST-YEAR GERMAN II, Section no. 85010",A,9,German
Summer 2011,85080,GRC,F301,GRIMMS' FAIRY TALES,"GRC-F301: GRIMMS' FAIRY TALES, Section no. 85080",Other,4,Germanic Civilization
Summer 2011,85080,GRC,F301,GRIMMS' FAIRY TALES,"GRC-F301: GRIMMS' FAIRY TALES, Section no. 85080",B,4,Germanic Civilization
Summer 2011,85080,GRC,F301,GRIMMS' FAIRY TALES,"GRC-F301: GRIMMS' FAIRY TALES, Section no. 85080",A-,2,Germanic Civilization
Summer 2011,85080,GRC,F301,GRIMMS' FAIRY TALES,"GRC-F301: GRIMMS' FAIRY TALES, Section no. 85080",A,1,Germanic Civilization
Summer 2011,85230,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85230",Other,7,Government
Summer 2011,85230,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85230",F,4,Government
Summer 2011,85230,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85230",D,6,Government
Summer 2011,85230,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85230",C-,3,Government
Summer 2011,85230,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85230",C,5,Government
Summer 2011,85230,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85230",C+,3,Government
Summer 2011,85230,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85230",B-,14,Government
Summer 2011,85230,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85230",B,10,Government
Summer 2011,85230,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85230",B+,8,Government
Summer 2011,85230,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85230",A-,11,Government
Summer 2011,85230,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85230",A,7,Government
Summer 2011,85235,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85235",Other,7,Government
Summer 2011,85235,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85235",D,5,Government
Summer 2011,85235,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85235",D+,1,Government
Summer 2011,85235,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85235",C-,2,Government
Summer 2011,85235,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85235",C,12,Government
Summer 2011,85235,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85235",C+,11,Government
Summer 2011,85235,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85235",B-,12,Government
Summer 2011,85235,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85235",B,12,Government
Summer 2011,85235,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85235",B+,5,Government
Summer 2011,85235,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85235",A-,7,Government
Summer 2011,85235,GOV,F310L,AMERICAN GOVERNMENT,"GOV-F310L: AMERICAN GOVERNMENT, Section no. 85235",A,3,Government
Summer 2011,85245,GOV,F312L,ISSUES & POLICIES IN AMER GOV,"GOV-F312L: ISSUES & POLICIES IN AMER GOV, Section no. 85245",Other,13,Government
Summer 2011,85245,GOV,F312L,ISSUES & POLICIES IN AMER GOV,"GOV-F312L: ISSUES & POLICIES IN AMER GOV, Section no. 85245",F,1,Government
Summer 2011,85245,GOV,F312L,ISSUES & POLICIES IN AMER GOV,"GOV-F312L: ISSUES & POLICIES IN AMER GOV, Section no. 85245",D,13,Government
Summer 2011,85245,GOV,F312L,ISSUES & POLICIES IN AMER GOV,"GOV-F312L: ISSUES & POLICIES IN AMER GOV, Section no. 85245",D+,1,Government
Summer 2011,85245,GOV,F312L,ISSUES & POLICIES IN AMER GOV,"GOV-F312L: ISSUES & POLICIES IN AMER GOV, Section no. 85245",C-,6,Government
Summer 2011,85245,GOV,F312L,ISSUES & POLICIES IN AMER GOV,"GOV-F312L: ISSUES & POLICIES IN AMER GOV, Section no. 85245",C,34,Government
Summer 2011,85245,GOV,F312L,ISSUES & POLICIES IN AMER GOV,"GOV-F312L: ISSUES & POLICIES IN AMER GOV, Section no. 85245",C+,1,Government
Summer 2011,85245,GOV,F312L,ISSUES & POLICIES IN AMER GOV,"GOV-F312L: ISSUES & POLICIES IN AMER GOV, Section no. 85245",B-,7,Government
Summer 2011,85245,GOV,F312L,ISSUES & POLICIES IN AMER GOV,"GOV-F312L: ISSUES & POLICIES IN AMER GOV, Section no. 85245",B,32,Government
Summer 2011,85245,GOV,F312L,ISSUES & POLICIES IN AMER GOV,"GOV-F312L: ISSUES & POLICIES IN AMER GOV, Section no. 85245",B+,4,Government
Summer 2011,85245,GOV,F312L,ISSUES & POLICIES IN AMER GOV,"GOV-F312L: ISSUES & POLICIES IN AMER GOV, Section no. 85245",A-,1,Government
Summer 2011,85245,GOV,F312L,ISSUES & POLICIES IN AMER GOV,"GOV-F312L: ISSUES & POLICIES IN AMER GOV, Section no. 85245",A,32,Government
Summer 2011,85250,GOV,F325,POLITICAL PARTIES,"GOV-F325: POLITICAL PARTIES, Section no. 85250",Other,3,Government
Summer 2011,85250,GOV,F325,POLITICAL PARTIES,"GOV-F325: POLITICAL PARTIES, Section no. 85250",F,2,Government
Summer 2011,85250,GOV,F325,POLITICAL PARTIES,"GOV-F325: POLITICAL PARTIES, Section no. 85250",D,1,Government
Summer 2011,85250,GOV,F325,POLITICAL PARTIES,"GOV-F325: POLITICAL PARTIES, Section no. 85250",C-,2,Government
Summer 2011,85250,GOV,F325,POLITICAL PARTIES,"GOV-F325: POLITICAL PARTIES, Section no. 85250",C,2,Government
Summer 2011,85250,GOV,F325,POLITICAL PARTIES,"GOV-F325: POLITICAL PARTIES, Section no. 85250",C+,3,Government
Summer 2011,85250,GOV,F325,POLITICAL PARTIES,"GOV-F325: POLITICAL PARTIES, Section no. 85250",B-,3,Government
Summer 2011,85250,GOV,F325,POLITICAL PARTIES,"GOV-F325: POLITICAL PARTIES, Section no. 85250",B,3,Government
Summer 2011,85250,GOV,F325,POLITICAL PARTIES,"GOV-F325: POLITICAL PARTIES, Section no. 85250",B+,1,Government
Summer 2011,85250,GOV,F325,POLITICAL PARTIES,"GOV-F325: POLITICAL PARTIES, Section no. 85250",A-,4,Government
Summer 2011,85250,GOV,F325,POLITICAL PARTIES,"GOV-F325: POLITICAL PARTIES, Section no. 85250",A,8,Government
Summer 2011,85265,GOV,F344L,INTRO TO COMPARATIVE POLITICS,"GOV-F344L: INTRO TO COMPARATIVE POLITICS, Section no. 85265",Other,6,Government
Summer 2011,85265,GOV,F344L,INTRO TO COMPARATIVE POLITICS,"GOV-F344L: INTRO TO COMPARATIVE POLITICS, Section no. 85265",F,1,Government
Summer 2011,85265,GOV,F344L,INTRO TO COMPARATIVE POLITICS,"GOV-F344L: INTRO TO COMPARATIVE POLITICS, Section no. 85265",D-,1,Government
Summer 2011,85265,GOV,F344L,INTRO TO COMPARATIVE POLITICS,"GOV-F344L: INTRO TO COMPARATIVE POLITICS, Section no. 85265",C-,1,Government
Summer 2011,85265,GOV,F344L,INTRO TO COMPARATIVE POLITICS,"GOV-F344L: INTRO TO COMPARATIVE POLITICS, Section no. 85265",C,1,Government
Summer 2011,85265,GOV,F344L,INTRO TO COMPARATIVE POLITICS,"GOV-F344L: INTRO TO COMPARATIVE POLITICS, Section no. 85265",C+,2,Government
Summer 2011,85265,GOV,F344L,INTRO TO COMPARATIVE POLITICS,"GOV-F344L: INTRO TO COMPARATIVE POLITICS, Section no. 85265",B,7,Government
Summer 2011,85265,GOV,F344L,INTRO TO COMPARATIVE POLITICS,"GOV-F344L: INTRO TO COMPARATIVE POLITICS, Section no. 85265",B+,2,Government
Summer 2011,85265,GOV,F344L,INTRO TO COMPARATIVE POLITICS,"GOV-F344L: INTRO TO COMPARATIVE POLITICS, Section no. 85265",A-,5,Government
Summer 2011,85265,GOV,F344L,INTRO TO COMPARATIVE POLITICS,"GOV-F344L: INTRO TO COMPARATIVE POLITICS, Section no. 85265",A,6,Government
Summer 2011,85270,GOV,F360N,10-INTRO TO INTERNATL RELATNS,"GOV-F360N: 10-INTRO TO INTERNATL RELATNS, Section no. 85270",Other,6,Government
Summer 2011,85270,GOV,F360N,10-INTRO TO INTERNATL RELATNS,"GOV-F360N: 10-INTRO TO INTERNATL RELATNS, Section no. 85270",C+,1,Government
Summer 2011,85270,GOV,F360N,10-INTRO TO INTERNATL RELATNS,"GOV-F360N: 10-INTRO TO INTERNATL RELATNS, Section no. 85270",B-,9,Government
Summer 2011,85270,GOV,F360N,10-INTRO TO INTERNATL RELATNS,"GOV-F360N: 10-INTRO TO INTERNATL RELATNS, Section no. 85270",B,6,Government
Summer 2011,85270,GOV,F360N,10-INTRO TO INTERNATL RELATNS,"GOV-F360N: 10-INTRO TO INTERNATL RELATNS, Section no. 85270",B+,7,Government
Summer 2011,85270,GOV,F360N,10-INTRO TO INTERNATL RELATNS,"GOV-F360N: 10-INTRO TO INTERNATL RELATNS, Section no. 85270",A,1,Government
Summer 2011,85275,GOV,F360N,12-INTERNATIONAL SECURITY,"GOV-F360N: 12-INTERNATIONAL SECURITY, Section no. 85275",Other,13,Government
Summer 2011,85275,GOV,F360N,12-INTERNATIONAL SECURITY,"GOV-F360N: 12-INTERNATIONAL SECURITY, Section no. 85275",D,1,Government
Summer 2011,85275,GOV,F360N,12-INTERNATIONAL SECURITY,"GOV-F360N: 12-INTERNATIONAL SECURITY, Section no. 85275",C,3,Government
Summer 2011,85275,GOV,F360N,12-INTERNATIONAL SECURITY,"GOV-F360N: 12-INTERNATIONAL SECURITY, Section no. 85275",C+,2,Government
Summer 2011,85275,GOV,F360N,12-INTERNATIONAL SECURITY,"GOV-F360N: 12-INTERNATIONAL SECURITY, Section no. 85275",B-,6,Government
Summer 2011,85275,GOV,F360N,12-INTERNATIONAL SECURITY,"GOV-F360N: 12-INTERNATIONAL SECURITY, Section no. 85275",B,11,Government
Summer 2011,85275,GOV,F360N,12-INTERNATIONAL SECURITY,"GOV-F360N: 12-INTERNATIONAL SECURITY, Section no. 85275",B+,5,Government
Summer 2011,85275,GOV,F360N,12-INTERNATIONAL SECURITY,"GOV-F360N: 12-INTERNATIONAL SECURITY, Section no. 85275",A-,5,Government
Summer 2011,85275,GOV,F360N,12-INTERNATIONAL SECURITY,"GOV-F360N: 12-INTERNATIONAL SECURITY, Section no. 85275",A,6,Government
Summer 2011,85277,GOV,F365N,EGYPTIAN POLITICS AND SOCIETY,"GOV-F365N: EGYPTIAN POLITICS AND SOCIETY, Section no. 85277",Other,1,Government
Summer 2011,85277,GOV,F365N,EGYPTIAN POLITICS AND SOCIETY,"GOV-F365N: EGYPTIAN POLITICS AND SOCIETY, Section no. 85277",F,1,Government
Summer 2011,85277,GOV,F365N,EGYPTIAN POLITICS AND SOCIETY,"GOV-F365N: EGYPTIAN POLITICS AND SOCIETY, Section no. 85277",B,3,Government
Summer 2011,85277,GOV,F365N,EGYPTIAN POLITICS AND SOCIETY,"GOV-F365N: EGYPTIAN POLITICS AND SOCIETY, Section no. 85277",A,21,Government
Summer 2011,85279,GOV,F365N,SUICIDE TERRORISM,"GOV-F365N: SUICIDE TERRORISM, Section no. 85279",Other,5,Government
Summer 2011,85279,GOV,F365N,SUICIDE TERRORISM,"GOV-F365N: SUICIDE TERRORISM, Section no. 85279",F,1,Government
Summer 2011,85279,GOV,F365N,SUICIDE TERRORISM,"GOV-F365N: SUICIDE TERRORISM, Section no. 85279",D,2,Government
Summer 2011,85279,GOV,F365N,SUICIDE TERRORISM,"GOV-F365N: SUICIDE TERRORISM, Section no. 85279",C-,1,Government
Summer 2011,85279,GOV,F365N,SUICIDE TERRORISM,"GOV-F365N: SUICIDE TERRORISM, Section no. 85279",C,6,Government
Summer 2011,85279,GOV,F365N,SUICIDE TERRORISM,"GOV-F365N: SUICIDE TERRORISM, Section no. 85279",C+,2,Government
Summer 2011,85279,GOV,F365N,SUICIDE TERRORISM,"GOV-F365N: SUICIDE TERRORISM, Section no. 85279",B-,3,Government
Summer 2011,85279,GOV,F365N,SUICIDE TERRORISM,"GOV-F365N: SUICIDE TERRORISM, Section no. 85279",B,10,Government
Summer 2011,85279,GOV,F365N,SUICIDE TERRORISM,"GOV-F365N: SUICIDE TERRORISM, Section no. 85279",B+,10,Government
Summer 2011,85279,GOV,F365N,SUICIDE TERRORISM,"GOV-F365N: SUICIDE TERRORISM, Section no. 85279",A-,6,Government
Summer 2011,85279,GOV,F365N,SUICIDE TERRORISM,"GOV-F365N: SUICIDE TERRORISM, Section no. 85279",A,11,Government
Summer 2011,85340,GOV,S310L,AMERICAN GOVERNMENT,"GOV-S310L: AMERICAN GOVERNMENT, Section no. 85340",Other,5,Government
Summer 2011,85340,GOV,S310L,AMERICAN GOVERNMENT,"GOV-S310L: AMERICAN GOVERNMENT, Section no. 85340",C-,1,Government
Summer 2011,85340,GOV,S310L,AMERICAN GOVERNMENT,"GOV-S310L: AMERICAN GOVERNMENT, Section no. 85340",C,14,Government
Summer 2011,85340,GOV,S310L,AMERICAN GOVERNMENT,"GOV-S310L: AMERICAN GOVERNMENT, Section no. 85340",B-,2,Government
Summer 2011,85340,GOV,S310L,AMERICAN GOVERNMENT,"GOV-S310L: AMERICAN GOVERNMENT, Section no. 85340",B,18,Government
Summer 2011,85340,GOV,S310L,AMERICAN GOVERNMENT,"GOV-S310L: AMERICAN GOVERNMENT, Section no. 85340",A-,7,Government
Summer 2011,85340,GOV,S310L,AMERICAN GOVERNMENT,"GOV-S310L: AMERICAN GOVERNMENT, Section no. 85340",A,79,Government
Summer 2011,85345,GOV,S312L,ISSUES & POLICIES IN AMER GOV,"GOV-S312L: ISSUES & POLICIES IN AMER GOV, Section no. 85345",Other,13,Government
Summer 2011,85345,GOV,S312L,ISSUES & POLICIES IN AMER GOV,"GOV-S312L: ISSUES & POLICIES IN AMER GOV, Section no. 85345",F,5,Government
Summer 2011,85345,GOV,S312L,ISSUES & POLICIES IN AMER GOV,"GOV-S312L: ISSUES & POLICIES IN AMER GOV, Section no. 85345",D,7,Government
Summer 2011,85345,GOV,S312L,ISSUES & POLICIES IN AMER GOV,"GOV-S312L: ISSUES & POLICIES IN AMER GOV, Section no. 85345",C-,5,Government
Summer 2011,85345,GOV,S312L,ISSUES & POLICIES IN AMER GOV,"GOV-S312L: ISSUES & POLICIES IN AMER GOV, Section no. 85345",C,8,Government
Summer 2011,85345,GOV,S312L,ISSUES & POLICIES IN AMER GOV,"GOV-S312L: ISSUES & POLICIES IN AMER GOV, Section no. 85345",C+,15,Government
Summer 2011,85345,GOV,S312L,ISSUES & POLICIES IN AMER GOV,"GOV-S312L: ISSUES & POLICIES IN AMER GOV, Section no. 85345",B-,20,Government
Summer 2011,85345,GOV,S312L,ISSUES & POLICIES IN AMER GOV,"GOV-S312L: ISSUES & POLICIES IN AMER GOV, Section no. 85345",B,16,Government
Summer 2011,85345,GOV,S312L,ISSUES & POLICIES IN AMER GOV,"GOV-S312L: ISSUES & POLICIES IN AMER GOV, Section no. 85345",B+,31,Government
Summer 2011,85345,GOV,S312L,ISSUES & POLICIES IN AMER GOV,"GOV-S312L: ISSUES & POLICIES IN AMER GOV, Section no. 85345",A-,25,Government
Summer 2011,85345,GOV,S312L,ISSUES & POLICIES IN AMER GOV,"GOV-S312L: ISSUES & POLICIES IN AMER GOV, Section no. 85345",A,42,Government
Summer 2011,85357,GOV,S328L,INTRO TO LAT AMER GOV & POLIT,"GOV-S328L: INTRO TO LAT AMER GOV & POLIT, Section no. 85357",D+,1,Government
Summer 2011,85357,GOV,S328L,INTRO TO LAT AMER GOV & POLIT,"GOV-S328L: INTRO TO LAT AMER GOV & POLIT, Section no. 85357",C+,1,Government
Summer 2011,85357,GOV,S328L,INTRO TO LAT AMER GOV & POLIT,"GOV-S328L: INTRO TO LAT AMER GOV & POLIT, Section no. 85357",B-,4,Government
Summer 2011,85357,GOV,S328L,INTRO TO LAT AMER GOV & POLIT,"GOV-S328L: INTRO TO LAT AMER GOV & POLIT, Section no. 85357",B,3,Government
Summer 2011,85357,GOV,S328L,INTRO TO LAT AMER GOV & POLIT,"GOV-S328L: INTRO TO LAT AMER GOV & POLIT, Section no. 85357",A-,1,Government
Summer 2011,85360,GOV,S330K,THE AMERICAN PRESIDENT,"GOV-S330K: THE AMERICAN PRESIDENT, Section no. 85360",Other,5,Government
Summer 2011,85360,GOV,S330K,THE AMERICAN PRESIDENT,"GOV-S330K: THE AMERICAN PRESIDENT, Section no. 85360",D,3,Government
Summer 2011,85360,GOV,S330K,THE AMERICAN PRESIDENT,"GOV-S330K: THE AMERICAN PRESIDENT, Section no. 85360",C,8,Government
Summer 2011,85360,GOV,S330K,THE AMERICAN PRESIDENT,"GOV-S330K: THE AMERICAN PRESIDENT, Section no. 85360",B-,1,Government
Summer 2011,85360,GOV,S330K,THE AMERICAN PRESIDENT,"GOV-S330K: THE AMERICAN PRESIDENT, Section no. 85360",B,22,Government
Summer 2011,85360,GOV,S330K,THE AMERICAN PRESIDENT,"GOV-S330K: THE AMERICAN PRESIDENT, Section no. 85360",B+,2,Government
Summer 2011,85360,GOV,S330K,THE AMERICAN PRESIDENT,"GOV-S330K: THE AMERICAN PRESIDENT, Section no. 85360",A,8,Government
